place_id,selected_photo_index,selected_photo_path,photo_needs_placeholder,notes
7f0d0bec-44a8-4b98-bf58-2a2e0f5cee74,1,scraped_photos/7f0d0bec-44a8-4b98-bf58-2a2e0f5cee74.webp,False,
d776b0ed-29a6-493e-aa02-b064c2b941c9,1,scraped_photos/d776b0ed-29a6-493e-aa02-b064c2b941c9.webp,False,
7df82de9-d803-4b83-8ae8-bdd5894287f3,2,scraped_photos/7df82de9-d803-4b83-8ae8-bdd5894287f3_2.webp,False,timestamp_in_photo_1
acb5a64f-e936-40e5-85ad-5d8ce581a38c,1,scraped_photos/acb5a64f-e936-40e5-85ad-5d8ce581a38c.webp,False,
0af0d976-0d4b-4e34-9337-cc142b6cec0a,2,scraped_photos/0af0d976-0d4b-4e34-9337-cc142b6cec0a_2.webp,False,
8530afa3-438c-43b4-85b6-20c343f9f0e7,1,scraped_photos/8530afa3-438c-43b4-85b6-20c343f9f0e7.webp,False,faces_in_photo_2
02da66e7-c461-45da-baf0-f5a38288ee80,1,scraped_photos/02da66e7-c461-45da-baf0-f5a38288ee80.webp,False,
dd8804f4-d90b-436a-a622-7b7c928eb444,2,scraped_photos/dd8804f4-d90b-436a-a622-7b7c928eb444_2.webp,False,
0bcdb56e-663b-44e0-9677-e5817e051c47,1,scraped_photos/0bcdb56e-663b-44e0-9677-e5817e051c47.webp,False,faces_in_photo_2
59c4c778-43e1-40a2-8e7b-23abfa1d561d,1,scraped_photos/59c4c778-43e1-40a2-8e7b-23abfa1d561d.webp,False,faces_in_photo_2; timestamp_in_photo_2
dc09c8ff-a7f3-4383-a8ce-726bdba1c034,2,scraped_photos/dc09c8ff-a7f3-4383-a8ce-726bdba1c034_2.webp,False,
4d016c61-9fb6-494f-99d2-f7c5d8cfe268,2,scraped_photos/4d016c61-9fb6-494f-99d2-f7c5d8cfe268_2.webp,False,
28e66a24-50dc-4ad9-9066-f71c4565d441,2,scraped_photos/28e66a24-50dc-4ad9-9066-f71c4565d441_2.webp,False,faces_in_photo_1
21fc9f96-da34-4ad8-a43e-b4a29ae0f843,2,scraped_photos/21fc9f96-da34-4ad8-a43e-b4a29ae0f843_2.webp,False,
dbeebf71-be5a-407c-a318-e9d023d44d58,3,scraped_photos/dbeebf71-be5a-407c-a318-e9d023d44d58_3.webp,False,timestamp_in_photo_2
d04e1bb8-d708-4b26-9e0c-9052084be1e8,1,scraped_photos/d04e1bb8-d708-4b26-9e0c-9052084be1e8.webp,False,faces_in_photo_2
5cec09b6-cac9-42eb-8e04-42f2043bb73c,1,scraped_photos/5cec09b6-cac9-42eb-8e04-42f2043bb73c.webp,False,timestamp_in_photo_2
63d602c4-6df0-4ebf-a055-0578608c7d38,2,scraped_photos/63d602c4-6df0-4ebf-a055-0578608c7d38_2.webp,False,
e189e0b8-5b80-48da-b5be-6839b5a0ec92,1,scraped_photos/e189e0b8-5b80-48da-b5be-6839b5a0ec92.webp,False,
fe1b0b2f-07dc-4ea2-978e-86de6d00a0dd,1,scraped_photos/fe1b0b2f-07dc-4ea2-978e-86de6d00a0dd.webp,False,
56545be7-1a5c-444a-bde4-22acee9536cb,2,scraped_photos/56545be7-1a5c-444a-bde4-22acee9536cb_2.webp,False,
6392e2cb-89d5-436a-8eb8-404d8a7600a0,1,scraped_photos/6392e2cb-89d5-436a-8eb8-404d8a7600a0.webp,False,
b9f8c552-52c7-4f75-b1ba-5171d897ee54,2,scraped_photos/b9f8c552-52c7-4f75-b1ba-5171d897ee54_2.webp,False,
90435530-6ee6-43f2-98dc-d3926252a276,3,scraped_photos/90435530-6ee6-43f2-98dc-d3926252a276_3.webp,False,
04360272-a658-48a2-b566-37c2f001df29,1,scraped_photos/04360272-a658-48a2-b566-37c2f001df29.webp,False,
13fe59df-235d-4948-b949-36a06c7ee8fc,2,scraped_photos/13fe59df-235d-4948-b949-36a06c7ee8fc_2.webp,False,
3edd22df-105d-4a89-b795-714357de271e,2,scraped_photos/3edd22df-105d-4a89-b795-714357de271e_2.webp,False,
0009065a-22e6-4e27-ac66-46018a77d56c,2,scraped_photos/0009065a-22e6-4e27-ac66-46018a77d56c_2.webp,False,
c93dc356-514e-4d5d-b225-ab16a1c46c43,2,scraped_photos/c93dc356-514e-4d5d-b225-ab16a1c46c43_2.webp,False,faces_in_photo_1; timestamp_in_photo_2
29d7ac2e-2c59-42db-8b6b-f2e61d1c953e,2,scraped_photos/29d7ac2e-2c59-42db-8b6b-f2e61d1c953e_2.webp,False,faces_in_photo_1
05636579-ba10-4d5b-aa43-988ec130d7a3,1,scraped_photos/05636579-ba10-4d5b-aa43-988ec130d7a3.webp,False,timestamp_in_photo_2
